ner,sample,component,label
Markets in Financial Instruments Regulation ( MiFIR I ),MiFIR I,1497,1
Markit Ltd.,Markit,1498,1
Marmon Holdings,"Marmon Holdings, Inc.",1499,1
Marriott,Marriott ( r ),1500,1
"Marriott International, Inc.","Marriott International, Inc",1502,1
"Marsh & McLennan Companies, Inc",Marsh & McLennan,1503,1
"Marsh & McLennan Companies, Inc","Marsh & McLennan Companies, Inc. ( ' Marsh & McLennan ' )",1503,1
"Marsh & McLennan Companies, Inc","Marsh & McLennan Companies, Inc.",1503,1
Marsh & McLennan,"Marsh & McLennan Companies, Inc. ( ' Marsh & McLennan ' )",1503,1
Marsh & McLennan,"Marsh & McLennan Companies, Inc.",1503,1
"Marsh & McLennan Companies, Inc. ( ' Marsh & McLennan ' )","Marsh & McLennan Companies, Inc.",1503,1
MRC,Marsh Risk Consulting ( MRC ),1505,1
Marvell Technology Group Limited,"Marvell Technology Group, Ltd. ( Marvell )",1506,1
Marvell Technology Group Limited,Marvell,1506,1
Marvell Technology Group Limited,Marvell Technology Group Ltd.,1506,1
"Marvell Technology Group, Ltd. ( Marvell )",Marvell,1506,1
"Marvell Technology Group, Ltd. ( Marvell )",Marvell Technology Group Ltd.,1506,1
Marvell,Marvell Technology Group Ltd.,1506,1
Massachusetts Mutual Life Insurance Company ( MassMutual ),MassMutual,1509,1
"MasterBrand Cabinets, Inc.",MasterBrand Cabinets,1510,1
"Maxim Integrated Products, Inc",Maxim Integrated Products,1514,1
"Maxim Integrated Products, Inc. ( Maxim Integrated )",Maxim Integrated,1515,1
Maxwell House and Yuban,Maxwell House and Gevalia,1517,1
Maxwell House and Yuban,Maxwell House,1517,1
Maxwell House and Gevalia,Maxwell House,1517,1
McAfee Incorporated,McAfee LLC,1518,1
McAfee Incorporated,"McAfee, LLC",1518,1
McAfee Incorporated,McAfee,1518,1
McAfee LLC,"McAfee, LLC",1518,1
McAfee LLC,McAfee,1518,1
"McAfee, LLC",McAfee,1518,1
McKesson Corporation,McKesson,1519,1
McKesson,McKesson Corp.,1519,1
McKinsey & Company,McKinsey and Company,1520,1
McKinsey & Company,McKinsey,1520,1
McKinsey & Company,McKinsey & Company ' s Detroit,1520,1
McKinsey & Company,"McKinsey & Company, Inc",1520,1
McKinsey and Company,McKinsey,1520,1
McKinsey and Company,McKinsey & Company ' s Detroit,1520,1
McKinsey and Company,"McKinsey & Company, Inc",1520,1
McKinsey,McKinsey & Company ' s Detroit,1520,1
McKinsey,"McKinsey & Company, Inc",1520,1
McKinsey & Company ' s Detroit,"McKinsey & Company, Inc",1520,1
Mean Green ( r ),Mean Green,1522,1
Medicaid-eligible,Medicaid,1524,1
Medicaid-eligible,Medicaid Drug Rebate Program,1524,1
Medicaid,Medicaid Drug Rebate Program,1524,1
Medicare Access and CHIP Reauthorization Act,Medicare Access and CHIP Reauthorization Act of,1527,1
Medicare Access and CHIP Reauthorization Act of,Medicare Access and CHIP Reauthorization Act of 2015,1527,1
Medicare Administrative Contractors ( MACs ),MACs,1529,1
MS-DRG,Medicare Severity Diagnosis Related Group ( MS-DRG ),1530,1
Medicines and Healthcare products Regulatory Agency ( MHRA ),MHRA,1533,1
Mentor Graphics,Mentor Graphics Corporation,1536,1
Mercury and Air Toxics Standard ( MATS ),MATS,1538,1
"Mesa Airlines, Inc. ( Mesa )",Mesa,1539,1
Mettler-Toledo International Inc.,"Mettler-Toledo, LLC",1541,1
Mettler-Toledo International Inc.,Mettler-Toledo International Inc,1541,1
"Mettler-Toledo, LLC",Mettler-Toledo International Inc,1541,1
Mexico-National Agency for Industrial Safety and Environmental Protection ( ASEA ),ASEA,1542,1
Mexrail,"Mexrail, Inc.",1543,1
Meyer Turku Oy,Meyer Turku,1544,1
Meyer Werft GmbH,Meyer Werft,1545,1
Markets in Financial Instruments Directive ( MiFID II ),MiFID ( Markets in Financial Instruments Directive ),1495,1
Markets in Financial Instruments Directive ( MiFID II ),EU Markets in Financial Instruments Directive,1495,1
Markets in Financial Instruments Directive ( MiFID II ),Financial Instruments Directive ( MiFID ),1495,1
Markets in Financial Instruments Directive ( MiFID II ),Markets in Financial Instruments Directive ( 2004 / 39 / EC ) ( MiFID ),1495,1
Markets in Financial Instruments Directive ( MiFID II ),Markets in Financial Instruments Directive,1495,1
Markets in Financial Instruments Directive ( MiFID II ),Market in Financial Instruments Directive ( MiFID II ),1495,1
Markets in Financial Instruments Directive ( MiFID II ),Markets in Financial Instruments Directive II,1495,1
MiFID ( Markets in Financial Instruments Directive ),EU Markets in Financial Instruments Directive,1495,1
MiFID ( Markets in Financial Instruments Directive ),Financial Instruments Directive ( MiFID ),1495,1
MiFID ( Markets in Financial Instruments Directive ),Markets in Financial Instruments Directive ( 2004 / 39 / EC ) ( MiFID ),1495,1
MiFID ( Markets in Financial Instruments Directive ),Markets in Financial Instruments Directive,1495,1
MiFID ( Markets in Financial Instruments Directive ),Market in Financial Instruments Directive ( MiFID II ),1495,1
MiFID ( Markets in Financial Instruments Directive ),Markets in Financial Instruments Directive II,1495,1
EU Markets in Financial Instruments Directive,Financial Instruments Directive ( MiFID ),1495,1
EU Markets in Financial Instruments Directive,Markets in Financial Instruments Directive ( 2004 / 39 / EC ) ( MiFID ),1495,1
EU Markets in Financial Instruments Directive,Markets in Financial Instruments Directive,1495,1
EU Markets in Financial Instruments Directive,Market in Financial Instruments Directive ( MiFID II ),1495,1
EU Markets in Financial Instruments Directive,Markets in Financial Instruments Directive II,1495,1
Financial Instruments Directive ( MiFID ),Markets in Financial Instruments Directive ( 2004 / 39 / EC ) ( MiFID ),1495,1
Financial Instruments Directive ( MiFID ),Markets in Financial Instruments Directive,1495,1
Financial Instruments Directive ( MiFID ),Market in Financial Instruments Directive ( MiFID II ),1495,1
Financial Instruments Directive ( MiFID ),Markets in Financial Instruments Directive II,1495,1
Markets in Financial Instruments Directive ( 2004 / 39 / EC ) ( MiFID ),Markets in Financial Instruments Directive,1495,1
Markets in Financial Instruments Directive ( 2004 / 39 / EC ) ( MiFID ),Market in Financial Instruments Directive ( MiFID II ),1495,1
Markets in Financial Instruments Directive ( 2004 / 39 / EC ) ( MiFID ),Markets in Financial Instruments Directive II,1495,1
Markets in Financial Instruments Directive,Market in Financial Instruments Directive ( MiFID II ),1495,1
Markets in Financial Instruments Directive,Markets in Financial Instruments Directive II,1495,1
Market in Financial Instruments Directive ( MiFID II ),Markets in Financial Instruments Directive II,1495,1
"MiTek Industries, Inc","MiTek Industries, Inc.",1546,1
"MiTek Industries, Inc",MiTek,1546,1
"MiTek Industries, Inc.",MiTek,1546,1
Michael Kors,"Michael Kors, LLC",1547,1
Micralyne,Micralyne Inc.,1549,1
Micron ( r ),Micron,1552,1
Micron,"Micron Technology, Inc.",1552,1
Micron,"Micron Technology, Inc",1552,1
Micron,Micron Technology,1552,1
"Micron Technology, Inc.","Micron Technology, Inc",1552,1
"Micron Technology, Inc.",Micron Technology,1552,1
"Micron Technology, Inc",Micron Technology,1552,1
Microsemi Corp.,Microsemi,1553,1
Microsemi,Microsemi Corporation ( Microsemi ),1553,1
Milk-Bone ( r ),Milk-Bone,1555,1
Millennials,Millenials,1556,1
Millennials,Millennial,1556,1
Millenials,Millennial,1556,1
"Miller and Lents, Ltd. ( Miller and Lents )",Miller and Lents,1557,1
MillerCoors LLC,MillerCoors,1558,1
Mine Safety Appliances ( MSA ),MSA,1561,1
"Ministry of Agriculture, Livestock Production and Supply ( MAPA )",MAPA,1563,1
Mississippi Power,Mississippi Power Company,1568,1
Mitsubishi,Mitsubishi Electric Corporation ( Mitsubishi ),154,1
Mitsubishi Electric Company,Mitsubishi Electric,1570,1
Mitsubishi Electric,Mitsubishi Electric Corp.,1570,1
Mitsubishi Electric,Mitsubishi Electric Corporation,1570,1
"Mitsubishi Gas Chemical Company, Inc.","Mitsubishi Gas Chemical Company, Inc",1571,1
Mitsubishi Tanabe Pharma,Mitsubishi Tanabe Pharma Corporation,1573,1
Moderna Therapeutics,"Moderna Therapeutics, Inc",1575,1
Moduleo,Moduleo ( r ),1576,1
Mohawk Group,Mohawk Group ( r ),1577,1
Mohawk Home ( r ),Mohawk Home,1578,1
Amended Merger Agreement,Monarch Energy ( Amended Merger Agreement ),1580,1
Monarch Energy,"Monarch Energy Holding, Inc. ( Monarch Energy )",1581,1
Monetary Authority of Singapore ( MAS ),MAS,1583,1
Monroe ( r ),Monroe,1585,1
"Monroe Energy, LLC",Monroe Energy,1586,1
Monster,Monster ( r ),1588,1
Moody ' s of,Moody,1590,1
Morgan Stanley Bank,Morgan Stanley & Co. LLC,1594,1
Morgan Stanley Bank,Morgan Stanley,1594,1
Morgan Stanley Bank,Morgan Stanley Capital Group,1594,1
Morgan Stanley & Co. LLC,Morgan Stanley,1594,1
Morgan Stanley & Co. LLC,Morgan Stanley Capital Group,1594,1
Morgan Stanley,Morgan Stanley Capital Group,1594,1
"Morgan, Lewis & Bockius LLP","Morgan, Lewis & Bockius",1595,1
Morningstar Inc,Morningstar,1596,1
Morningstar,"Morningstar, Inc.",1596,1
Mosaic,Mosaic Company,1597,1
"Motorola Solutions, Inc.",Motorola Inc.,1598,1
"Motorola Solutions, Inc.","Motorola, Inc.",1598,1
"Motorola Solutions, Inc.","Motorola Mobility Holdings, Inc.",1598,1
Motorola Inc.,"Motorola, Inc.",1598,1
Motorola Inc.,"Motorola Mobility Holdings, Inc.",1598,1
"Motorola, Inc.","Motorola Mobility Holdings, Inc.",1598,1
Mountain Valley Pipeline LLC,Mountain Valley Pipeline,1600,1
Mountain Valley Pipeline,Virginia ( Mountain Valley Pipeline ),1600,1
MVP,Mountain Valley Pipeline LLC ( MVP ),1601,1
Moxy ( r ),Moxy,1602,1
MuleSoft,"MuleSoft, Inc.",1603,1
MPCI,Multiple Peril Crop Insurance ( MPCI ),1605,1
Municipal Securities Rulemaking Board ( MSRB ),MSRB,1606,1
MyDay,MyDay ( r ),1609,1
MyQuest,MyQuest ( r ),1611,1
National Ambient Air Quality Standards ( NAAQS ),Ozone National Ambient Air Quality Standard ( NAAQS ),1614,1
National Ambient Air Quality Standards ( NAAQS ),NAAQS,1614,1
Ozone National Ambient Air Quality Standard ( NAAQS ),NAAQS,1614,1
NAIR ( r ),NAIR,1615,1
NASCAR,NASCAR ( r ),1619,1
NASCAR,NASCAR Cup Series ( including the Daytona 500 ),1619,1
NASCAR,NASCAR Cup Series,1619,1
NASCAR Cup Series ( including the Daytona 500 ),NASCAR Cup Series,1619,1
NASDAQ Global Select Market ( r ),NASDAQ Global Select Market,1621,1
NBA 2K Online,NBA 2K League,1622,1
NBA 2K Online,NBA 2K,1622,1
NBA 2K League,NBA 2K,1622,1
NCI Corporation,NCI,1624,1
NCL America,NCL America LLC,1625,1
NEX,NEX Group plc ( NEX ),1626,1
NEXERA,NEXERA ( r ),1627,1
NGK ( r ),NGK,1628,1
NINLARO,NINLARO ( r ),1629,1
China ( NMPA ),China National Medical Product Administration ( NMPA ),1630,1
China ( NMPA ),National Medical Products Administration ( NMPA ),1630,1
China ( NMPA ),China National Medical Products Administration ( NMPA ),1630,1
China ( NMPA ),NMPA,1630,1
China ( NMPA ),China Food and Drug Administration ( NMPA ),1630,1
China National Medical Product Administration ( NMPA ),National Medical Products Administration ( NMPA ),1630,1
China National Medical Product Administration ( NMPA ),China National Medical Products Administration ( NMPA ),1630,1
China National Medical Product Administration ( NMPA ),NMPA,1630,1
China National Medical Product Administration ( NMPA ),China Food and Drug Administration ( NMPA ),1630,1
National Medical Products Administration ( NMPA ),China National Medical Products Administration ( NMPA ),1630,1
National Medical Products Administration ( NMPA ),NMPA,1630,1
National Medical Products Administration ( NMPA ),China Food and Drug Administration ( NMPA ),1630,1
National Medical Products Administration ( NMPA ),China National Medical Products Administration,1630,1
National Medical Products Administration ( NMPA ),National Medical Product Administration,1630,1
National Medical Products Administration ( NMPA ),National Medical Products Administration,1630,1
National Medical Products Administration ( NMPA ),China National Medical Products Association,1630,1
China National Medical Products Administration ( NMPA ),NMPA,1630,1
China National Medical Products Administration ( NMPA ),China Food and Drug Administration ( NMPA ),1630,1
China National Medical Products Administration ( NMPA ),China National Medical Products Administration,1630,1
China National Medical Products Administration ( NMPA ),National Medical Product Administration,1630,1
China National Medical Products Administration ( NMPA ),National Medical Products Administration,1630,1
China National Medical Products Administration ( NMPA ),China National Medical Products Association,1630,1
NMPA,China Food and Drug Administration ( NMPA ),1630,1
NRC ' s Reactor Oversight Process,NRC,1632,1
NSCLC,( NSCLC ),1633,1
NSTAR Electric Company ( NSTAR Electric ),NSTAR Electric,1634,1
"NV Energy, Inc.",NV Energy,1636,1
NVHomes,"NVHomes, Inc.",1637,1
NVIDIA,NVIDIA Corporation ( NVIDIA ),1638,1
NXP Semiconductors N. V,NXP Semiconductors N. V.,1639,1
NXP Semiconductors N. V,NXP Semiconductors,1639,1
NXP Semiconductors N. V.,NXP Semiconductors,1639,1
Nancy Drew ( The CW ),The CW,1640,1
Nano Indenter ( r ),Nano Indenter,1641,1
Nanocoil,Nanocoil ( r ),1642,1
Nasdaq Execution Services,"Nasdaq Execution Services, LLC",1644,1
Nasdaq Global Select Market ( Nasdaq ),Nasdaq,1645,1
Nasdaq Stock Market LLC,Nasdaq Stock Market,1646,1
NASA,National Aeronautics and Space Administration ( NASA ),1647,1
National Balancing Point ( NBP ),NBP,1650,1
NBA,National Basketball Association,1651,1
NBA,National Basketball Association ( NBA ),1651,1
National Basketball Association,National Basketball Association ( NBA ),1651,1
National Committee for Quality Assurance ( NCQA ),NCQA,1652,1
National Flood Insurance Program ( NFIP ),NFIP,1653,1
National Football League,NFL,1654,1
National Football League,National Football League ( NFL ),1654,1
NFL,National Football League ( NFL ),1654,1
National Hockey League ( NHL ),NHL,1658,1
National Instruments Corporation,National Instruments,1660,1
China National Medical Products Administration,National Medical Product Administration,1630,1
China National Medical Products Administration,National Medical Products Administration,1630,1
China National Medical Products Administration,China National Medical Products Association,1630,1
National Medical Product Administration,National Medical Products Administration,1630,1
National Medical Product Administration,China National Medical Products Association,1630,1
National Medical Products Administration,China National Medical Products Association,1630,1
National Methanol Company ( Ibn Sina ),Ibn Sina,1661,1
NPR-A,National Petroleum Reserve-Alaska ( NPR-A ),1664,1
U. S. National Pollutant Discharge Elimination System,National Pollution Discharge Elimination System,1665,1
U. S. National Pollutant Discharge Elimination System,National Pollutant Discharge Elimination System,1665,1
U. S. National Pollutant Discharge Elimination System,National Pollutant Discharge Elimination System ( NPDES ),1665,1
National Pollution Discharge Elimination System,National Pollutant Discharge Elimination System,1665,1
National Pollution Discharge Elimination System,National Pollutant Discharge Elimination System ( NPDES ),1665,1
National Pollutant Discharge Elimination System,National Pollutant Discharge Elimination System ( NPDES ),1665,1
NPT,National Pool Tile ( NPT ),1666,1
National Priorities List ( NPL ),NPL,1667,1
NPI,National Provider Identifier ( NPI ),1668,1
National Security Agency ( NSA )-certified,NSA,1669,1
NGPA,Natural Gas Policy Act of 1978 ( NGPA ),1673,1
Navigable Waters Protection Rule,Navigable Water Protection Rule,1674,1
Navigable Waters Protection Rule,Navigable Waters Protection,1674,1
Navigable Water Protection Rule,Navigable Waters Protection,1674,1
Navisphere ( r ),Navisphere,1675,1
Navistar International Corporation ( Navistar ),Navistar,1676,1
Nebraska Public Power District ( NPPD ),NPPD,1678,1
Neff Corporation,Neff,1679,1
NPS,Nephrology Practice Solutions ( NPS ),1681,1
Neptune ( Roper ),Roper,1682,1
Nest,Nest ( r ),1683,1
Nestle S. A. ( Nestle ),Nestle Purina PetCare Company,1684,1
Nestle S. A. ( Nestle ),Nestle,1684,1
Nestle S. A. ( Nestle ),Nestle S. A,1684,1
Nestle S. A. ( Nestle ),Nestle S. A.,1684,1
Nestle Purina PetCare Company,Nestle,1684,1
Nestle Purina PetCare Company,Nestle S. A,1684,1
Nestle,Nestle S. A,1684,1
Nestle S. A,Nestle S. A.,1684,1
NetApp Element ( r ),NetApp Element,1685,1
NetApp SnapCenter,NetApp SnapCenter ( r ),1686,1
NetApp,"NetApp, Inc.",1688,1
"Netflix, Inc",Netflix,1691,1
Network 10 ( r ),Network 10,1692,1
NMOSD,Neuromyelitis Optica Spectrum Disorder ( NMOSD ),1694,1
Nevada Gaming Authorities.,Nevada Gaming Authorities,1696,1
Nevada Gaming Commission,Nevada Commission,1697,1
Nevada Power,Nevada Power Company,1698,1
New Jersey ' s Clean Energy Act of,New Jersey ' s Clean Energy Act of 2018,1699,1
New Jersey Board of Public Utilities ( BPU ),BPU,1700,1
New Jersey Board of Public Utilities ( NJBPU ),NJBPU,1701,1
NJDEP,New Jersey Department of Environmental Protection ( NJDEP ),1702,1
Spill Act,New Jersey Spill Compensation and Control Act ( Spill Act ),1705,1
New York ' s Stop Hacks and Improve Electronic Data Security ( SHIELD ) Act,SHIELD,1707,1
NYDFS,New York Department of Financial Services ( NYDFS ),1709,1
NYDFS,New York State Department of Financial Services ( NYDFS ),1709,1
New York Independent System Operation ( NYISO ),NYISO,1711,1
NYISO,New York Independent System Operator ( NYISO ),1711,1
NYMEX,New York Mercantile Exchange ( NYMEX ),1712,1
New York Power Authority ( NYPA ),NYPA,1713,1
NY Transco,New York Transco LLC ( NY Transco ),1718,1
Newell Brands,Newell Brands Inc.,1719,1
Newell Brands,Newell Tools,1719,1
Newell Brands Inc.,Newell Tools,1719,1
Newmont Goldcorp,Newmont Goldcorp Corporation,1720,1
Nexant,Nexant Inc.,1722,1
"Nexon Co., Ltd.",Nexon Co. Ltd.,1723,1
"NextEra Energy, Inc",NextEra Energy,1724,1
NextEra Energy Resources,"NextEra Energy, Inc.",1725,1
Nickelodeon,Nickelodeon ( r ),1728,1
Nintendo,Nintendo ' s Switch TM,1729,1
Nokia Corporation,Nokia,1730,1
Noona,Noona ( r ),1732,1
Nordstrom,"Nordstrom, Inc.",1733,1
Norfolk Southern Corporation,Norfolk Southern Corporation ( Norfolk Southern ),1734,1
AMENA,North Africa ( AMENA ),1735,1
North America ( Transmission Joint Ventures ),Transmission Joint Ventures,1736,1
North American Electric Reliability Corporation ( NERC ),NERC,1737,1
NAFTA,North American Free Trade Agreement,1738,1
North American Industry Classification System ( NAICS ),NAICS,1739,1
North Carolina EMC ( NCEMC ),NCEMC,1740,1
North Dakota ( Bakken ),Bakken,1741,1
North Face ( r ),North Face,1742,1
NWE,NorthWestern Energy ( NWE ),1743,1
Northern Border Pipeline Company,Northern Border Pipeline,1744,1
"Northstar Spectrum, LLC",Northstar Spectrum,1746,1
Northwest Pipeline,Northwest Pipeline LLC,1747,1
Nortrax,"Nortrax, Inc.",1748,1
Novartis AG and Genentech / Roche,Novartis Institutes of BioMedical Research,1749,1
Novartis AG and Genentech / Roche,Novartis AG,1749,1
